userName,content,score,date,source,translated_content,year
Sandrine Gomez,Good one,5,2021-12-30 12:49:35,Google Play,Good one,2021.0
Ashani Imalka,Good,5,2021-12-29 14:02:20,Google Play,Good,2021.0
Upul Akmeemana,Not user friendly,1,2021-12-29 13:56:48,Google Play,Not user friendly,2021.0
Indramal Fernando,"Good App!!! But sometimes, some options are not working",3,2021-12-29 06:02:47,Google Play,"Good App!!! But sometimes, some options are not working",2021.0
Roshen Roshen,Good,5,2021-12-29 03:25:47,Google Play,Good,2021.0
Nirma Nishadi,Super,5,2021-12-27 10:58:36,Google Play,Super,2021.0
udan kavishka,Not satisfied 👎👎👎,1,2021-12-27 07:31:45,Google Play,Not satisfied 👎👎👎,2021.0
Sahan Samararathne,Very useful app for slt costumers,5,2021-12-27 04:17:44,Google Play,Very useful app for slt costumers,2021.0
Sehan Sanjula,මෙ app eka ගොඩක් වටිනව. අපෙ වැඩ ගොඩක් පහසු කරනව ✌,5,2021-12-26 07:16:14,Google Play,මෙ app eka ගොඩක් වටිනව. අපෙ වැඩ ගොඩක් පහසු කරනව ✌,2021.0
Vishan Piero,Easy to use but the app crashes all the time. Could have been better if it was properly developed with no crashes. It is really annoying to use it with all these crashes.,2,2021-12-26 06:29:39,Google Play,Easy to use but the app crashes all the time. Could have been better if it was properly developed with no crashes. It is really annoying to use it with all these crashes.,2021.0
prasanna alwis,Great app,1,2021-12-25 06:51:55,Google Play,Great app,2021.0
Renuka Gamge,It's easy to use,4,2021-12-25 02:39:38,Google Play,It's easy to use,2021.0
Kalinga Bansara,This app is very usefull. Now I can activate data pack anytime. Thank you SLT.,5,2021-12-24 03:01:21,Google Play,This app is very usefull. Now I can activate data pack anytime. Thank you SLT.,2021.0
frdeep frd,🤪,1,2021-12-23 17:50:42,Google Play,🤪,2021.0
Hashen Mihiranga,My favorite data saver app,5,2021-12-23 11:15:29,Google Play,My favorite data saver app,2021.0
Dumidu Rathnasekara,Please subscribe Tech Tube Chamiru youtube channel,5,2021-12-23 10:11:25,Google Play,Please subscribe Tech Tube Chamiru youtube channel,2021.0
Gagana Gallage,SUPIRIIRI,5,2021-12-23 05:59:20,Google Play,To exceed,2021.0
kreshan sanjeewa,Good,5,2021-12-22 17:45:00,Google Play,Good,2021.0
Harshi Thilakarathna,Good.Pinchiya and beautiful tanniya,5,2021-12-22 16:46:56,Google Play,Good.Pinchiya and beautiful tanniya,2021.0
Sakunthala Mahagamage,"බිල සටහන්කර ඇති ආකාරය අපැහැදිලියි සංකිරනයි , සරලව ගෙනහැරදැක්විය හැකි දෙයක් ( ඔිවි නැත ) යන උත්තරය දියහැකි උත්තරයකට පොතක්ලියා විස්තර කලාසේ පෙනිවන්නෙ",4,2021-12-22 16:37:21,Google Play,"බිල සටහන්කර ඇති ආකාරය අපැහැදිලියි සංකිරනයි , සරලව ගෙනහැරදැක්විය හැකි දෙයක් ( ඔිවි නැත ) යන උත්තරය දියහැකි උත්තරයකට පොතක්ලියා විස්තර කලාසේ පෙනිවන්නෙ",2021.0
Niwantha Bandara,Nice,5,2021-12-22 16:16:56,Google Play,Nice,2021.0
Manoja Gunarangi,Very good app.This is the best app I had ever used,5,2021-12-22 14:50:43,Google Play,Very good app.This is the best app I had ever used,2021.0
Chathura Weerakoon,Superb 👍,5,2021-12-22 14:03:51,Google Play,Superb 👍,2021.0
Namal Rangana,"This app needs a huge change starting from boring user interface. Only usable buttons are the ""pay"" & ""package balance buttons"". Every other thing is useless, exept for promotions. What's the meaning of your moto ""The connection""; when we have to install another app to check Mobile connection info? LOL.",1,2021-12-22 12:32:39,Google Play,"This app needs a huge change starting from boring user interface. Only usable buttons are the ""pay"" & ""package balance buttons"". Every other thing is useless, exept for promotions. What's the meaning of your moto ""The connection""; when we have to install another app to check Mobile connection info? LOL.",2021.0
Krishnapillai Muralitharan,It is easy to control the data,3,2021-12-22 12:28:31,Google Play,It is easy to control the data,2021.0
kithsara digital,Good,5,2021-12-22 07:14:38,Google Play,Good,2021.0
Mathusa,good,4,2021-12-22 06:48:38,Google Play,good,2021.0
Lakshitha Dewasinghe,Excellent,5,2021-12-22 02:25:45,Google Play,Excellent,2021.0
Supun Lohas404,Verry bad,5,2021-12-21 19:15:40,Google Play,Verry bad,2021.0
Kushani Nimalaratne,Good App ❤️,5,2021-12-21 15:08:11,Google Play,Good App ❤️,2021.0
ya3#,Dumb app development...,1,2021-12-21 12:56:39,Google Play,Dumb app development...,2021.0
sadeepa bandara,Well,5,2021-12-21 12:48:39,Google Play,Well,2021.0
Jg dayawansa,Excellent,5,2021-12-21 11:55:03,Google Play,Excellent,2021.0
Kumudu Kannangara,................................................ක්,5,2021-12-21 08:48:12,Google Play,................................................ක්,2021.0
Himansith Dilnuka,This is sucks,1,2021-12-21 07:01:39,Google Play,This is sucks,2021.0
210 Thamindu Lakkhana,don't download this app,1,2021-12-20 12:07:43,Google Play,don't download this app,2021.0
Lahiru Madushan,Very bad ping,1,2021-12-17 14:57:02,Google Play,Very bad ping,2021.0
Theldeniyage Pathmasiri,Nothing can be done other than paying bills and even it doesn't show the activated services. Every time error message is indicating in complains.,1,2021-12-15 15:00:39,Google Play,Nothing can be done other than paying bills and even it doesn't show the activated services. Every time error message is indicating in complains.,2021.0
Kavishka Senadheera,Not working properly... So frustrating and annoying,1,2021-12-15 07:05:04,Google Play,Not working properly... So frustrating and annoying,2021.0
Zackary Perera,So far SLT FIBRE IS THE BEST! I rate this 5stars,5,2021-12-14 16:05:33,Google Play,So far SLT FIBRE IS THE BEST! I rate this 5stars,2021.0
Hasith Malshan,Poor Costomer Service,1,2021-12-13 16:53:41,Google Play,Poor Costomer Service,2021.0
Visula Ketagoda,"They scammed 1000/= from me I activated a SLT Gamer lite bundle but Everytime I activate it,it says that I've consumed all data and when contacted customer care they say that I've used all of my data in like 1 second even tho they don't even have a 100mbps+ speed",1,2021-12-12 06:16:21,Google Play,"They scammed 1000/= from me I activated a SLT Gamer lite bundle but Everytime I activate it,it says that I've consumed all data and when contacted customer care they say that I've used all of my data in like 1 second even tho they don't even have a 100mbps+ speed",2021.0
Lakindu Abimaan,Good and easy,5,2021-12-08 07:33:02,Google Play,Good and easy,2021.0
HASITHA,"Nothing works properly except for the pay button. Once I upgraded my internet connection through the app, but it had not been upgraded. When I called the slt service center they mentioned that the app doesn't support upgrades even if it has an connection upgrade button.",1,2021-12-07 04:24:36,Google Play,"Nothing works properly except for the pay button. Once I upgraded my internet connection through the app, but it had not been upgraded. When I called the slt service center they mentioned that the app doesn't support upgrades even if it has an connection upgrade button.",2021.0
martstudio photo,good,5,2021-12-05 15:52:30,Google Play,good,2021.0
Punsara Umesh,I can't register. Every time I try It says try again 😑,1,2021-12-04 13:43:14,Google Play,I can't register. Every time I try It says try again 😑,2021.0
WISDOM WORKS,Did not receive OTP in forgot my password then got an error message saying null,1,2021-12-01 17:42:37,Google Play,Did not receive OTP in forgot my password then got an error message saying null,2021.0
SP Ranga Dinesha Kumara,I want to get a fiber connection,5,2021-12-01 04:58:51,Google Play,I want to get a fiber connection,2021.0
Sl GaminG MOD,"I'll be sorry to tell you about this app , this is really difficult for the user. I'm sorry to say that this is to make user friendly like Dialog's my dialog app.",1,2021-11-30 06:41:33,Google Play,"I'll be sorry to tell you about this app , this is really difficult for the user. I'm sorry to say that this is to make user friendly like Dialog's my dialog app.",2021.0
K. A. D. Nilmini Kularathne,"Great, but it's difficult to singing. I had to go to the SLT office",2,2021-11-28 16:18:12,Google Play,"Great, but it's difficult to singing. I had to go to the SLT office",2021.0
Rayan Bandara,Maxx,5,2021-11-28 15:22:22,Google Play,Maxx,2021.0
Isurika Dilrushe,Not open this app,1,2021-11-27 15:57:37,Google Play,Not open this app,2021.0
manoranjan Sushmitha,Pretty cool,5,2021-11-27 02:47:29,Google Play,Pretty cool,2021.0
Radeesh,Good..But sometimes it crash and showing N/A in data usage...I think that is the only problem...I think you will fix it soon asap...,5,2021-11-27 00:53:23,Google Play,Good..But sometimes it crash and showing N/A in data usage...I think that is the only problem...I think you will fix it soon asap...,2021.0
Amila Perera,Cannot register corporate accounts as NIC number is not recognised.,1,2021-11-25 08:16:11,Google Play,Cannot register corporate accounts as NIC number is not recognised.,2021.0
Dewja Shen,Good apk for see the report,5,2021-11-23 10:19:54,Google Play,Good apk for see the report,2021.0
amali kumarasinghe,Very useful,5,2021-11-23 03:33:56,Google Play,Very useful,2021.0
Morris Lenard,😍😍😍,5,2021-11-21 13:58:43,Google Play,😍😍😍,2021.0
Chathura Dilshan,Youtube 7 days package cannot be unsubscribed in this App.,3,2021-11-21 06:22:06,Google Play,Youtube 7 days package cannot be unsubscribed in this App.,2021.0
Anita Niroshani,Good app,5,2021-11-20 06:54:05,Google Play,Good app,2021.0
Stephen Sudarshan,User friendly,5,2021-11-20 06:19:18,Google Play,User friendly,2021.0
Asela Rupasinghe,Keep it touch SLT,5,2021-11-16 02:58:32,Google Play,Keep it touch SLT,2021.0
Suren Rajasooriyar,When I click pay its showing phone number and I enter amount and continue and then again it's asking for all the details to pay . Please pass the details from mobile app to the web form.,1,2021-11-14 19:02:03,Google Play,When I click pay its showing phone number and I enter amount and continue and then again it's asking for all the details to pay . Please pass the details from mobile app to the web form.,2021.0
sunera dineth,you good aitames . is always somthing devaise..thanse slt.,1,2021-11-14 04:36:19,Google Play,you good aitames . is always somthing devaise..thanse slt.,2021.0
Buddika Asan,Wow,5,2021-11-12 18:30:31,Google Play,Wow,2021.0
Sandya Priyangani,Good,5,2021-11-08 00:31:42,Google Play,Good,2021.0
Sachintha Madhushanka,App is not installing,1,2021-11-07 14:31:53,Google Play,App is not installing,2021.0
Harsha Wickramaarachchi,Easy to use,5,2021-11-06 15:54:51,Google Play,Easy to use,2021.0
Samantha Senarath,Super,5,2021-11-04 03:16:07,Google Play,Super,2021.0
Suresh Peris,Very easy to operate,5,2021-11-03 10:44:59,Google Play,Very easy to operate,2021.0
Kushani Prabuddhika,Superb❤,5,2021-11-01 16:54:27,Google Play,Superb❤,2021.0
Buddhika Dissanayake,Please give me a 2gd free data please my router,5,2021-10-31 13:02:49,Google Play,Please give me a 2gd free data please my router,2021.0
AmiLa Senarathne,Love it ...very usefull....,4,2021-10-31 12:32:17,Google Play,Love it ...very usefull....,2021.0
Jagathi Perera,Horrible app.,1,2021-10-31 09:35:28,Google Play,Horrible app.,2021.0
Warna Perera,👍,5,2021-10-31 07:52:41,Google Play,👍,2021.0
callistus Joseph,"This App is useful , but some times unable to add extra GB . Try to fix this problem.",3,2021-10-28 13:36:32,Google Play,"This App is useful , but some times unable to add extra GB . Try to fix this problem.",2021.0
Gamini Athurupana,Very Very bad signal strength.Can't do anything.WiFi is not connecting.Hopeless Service,1,2021-10-28 13:05:14,Google Play,Very Very bad signal strength.Can't do anything.WiFi is not connecting.Hopeless Service,2021.0
Dhanapala Wijesundara,This is a good app slt mobitel mobile users,5,2021-10-28 12:41:55,Google Play,This is a good app slt mobitel mobile users,2021.0
Jagath Kumara,Good,5,2021-10-26 18:50:00,Google Play,Good,2021.0
Shawn Perera,This good Safe and speed app,5,2021-10-25 15:14:35,Google Play,This good Safe and speed app,2021.0
chamil madushanka pushpakumara,Good,5,2021-10-25 15:10:53,Google Play,Good,2021.0
Chamil Asanka,Excellent app it easy work,5,2021-10-25 09:04:51,Google Play,Excellent app it easy work,2021.0
Pavani Liyanarachchige,Its was literally helpful ❤️,5,2021-10-24 15:44:08,Google Play,Its was literally helpful ❤️,2021.0
Lakira Dulen,Good,1,2021-10-23 04:43:16,Google Play,Good,2021.0
Vajeendra S Kandegamage,No uptodate info,1,2021-10-22 16:07:40,Google Play,No uptodate info,2021.0
Prasad Rupasinghe,Very useful app.Thank you Telecom.,5,2021-10-22 11:48:06,Google Play,Very useful app.Thank you Telecom.,2021.0
Ahamed Saif,"Every time ask login stupid app, very bad experience",1,2021-10-22 06:07:51,Google Play,"Every time ask login stupid app, very bad experience",2021.0
ramasamy balakrishnan,Why should I update,1,2021-10-22 02:24:31,Google Play,Why should I update,2021.0
Chamika Kannangara,I have done my payment and saw details.,5,2021-10-22 01:18:59,Google Play,I have done my payment and saw details.,2021.0
thilina danushka Abewickrama,Super,5,2021-10-21 16:05:50,Google Play,Super,2021.0
danuja danuja,Danuja,5,2021-10-21 10:07:45,Google Play,Donation,2021.0
Nadeesha Munasinghe,😍,5,2021-10-21 03:49:40,Google Play,😍,2021.0
asanka153,I yes it very good. But now it ask for update. When I choose to update update continue. When open the app again update message come again. What I have to do,4,2021-10-20 13:28:55,Google Play,I yes it very good. But now it ask for update. When I choose to update update continue. When open the app again update message come again. What I have to do,2021.0
Heshan Jayakody,The app's great but it only supports phones with android 6+ which kinda bums me out try to make it compatible with phones with android 4 and above,4,2021-10-20 07:39:24,Google Play,The app's great but it only supports phones with android 6+ which kinda bums me out try to make it compatible with phones with android 4 and above,2021.0
LAST HACK SHOT,Excellent app,5,2021-10-20 03:57:50,Google Play,Excellent app,2021.0
Deepika Peiris,Ohhhhhhhhhhhh,1,2021-10-19 03:42:24,Google Play,Ohhhhhhhhhhhh,2021.0
Sasindu Vidujaya Algama,Saifag,5,2021-10-18 14:47:55,Google Play,Saefag,2021.0
krishtha karunarathna,Excellent service,5,2021-10-18 13:37:28,Google Play,Excellent service,2021.0
CHINTHANA ABEYSINGHE,😪,2,2021-10-18 05:16:15,Google Play,😪,2021.0
Naveen Fernando,Nice 😘,5,2021-10-17 03:50:10,Google Play,Nice 😘,2021.0
Aruna Jayasinghe,Excellent,5,2021-10-17 00:39:20,Google Play,Excellent,2021.0
tccsunion ampara,It is good tool to manage wifi and able to understand where we are. Can simply by clicking we can obtain desired tv channel and the wifi needs,5,2021-10-16 11:49:16,Google Play,It is good tool to manage wifi and able to understand where we are. Can simply by clicking we can obtain desired tv channel and the wifi needs,2021.0
Sevin Boralugoda,"Basically, yes it does the job. But the User interface is awful and is very frustrating to use. The animations are choppy when switching from windows and applying commands. But where it needs the most improvements is the organisation of buttons, its all over the place and is not catogarised. For example; why is there a whole separate section for Complaints, it's not something that users will use all the time (could have been in a sub menu and the section replaced with something more important.)",1,2021-10-16 09:23:07,Google Play,"Basically, yes it does the job. But the User interface is awful and is very frustrating to use. The animations are choppy when switching from windows and applying commands. But where it needs the most improvements is the organisation of buttons, its all over the place and is not catogarised. For example; why is there a whole separate section for Complaints, it's not something that users will use all the time (could have been in a sub menu and the section replaced with something more important.)",2021.0
Wasantha Laksiri,Good 👍,4,2021-10-15 20:21:07,Google Play,Good 👍,2021.0
Rasika Liyanage,Something wrong with my App...Showing to update. But not updating or not working also..informed to SLT.but still the same 🙃🙃🙃🙃🙃🙃🙃. No problem with the phone...other Apps working...🤫🤫🤫🤫🤫🤫🤫🤫🤫,1,2021-10-15 19:22:48,Google Play,Something wrong with my App...Showing to update. But not updating or not working also..informed to SLT.but still the same 🙃🙃🙃🙃🙃🙃🙃. No problem with the phone...other Apps working...🤫🤫🤫🤫🤫🤫🤫🤫🤫,2021.0
SIRAJUN ISTHIKAR MOHAMED ABOOBUCKER,Very good app,5,2021-10-15 18:24:11,Google Play,Very good app,2021.0
Sanju Galle,Good,5,2021-10-15 16:17:05,Google Play,Good,2021.0
FILM HUB,වැඩක් නෑ,1,2021-10-15 15:43:37,Google Play,වැඩක් නෑ,2021.0
Mr. Lucifer,Really good app but some time this app temporarily not available what is the reason!,5,2021-10-15 15:07:31,Google Play,Really good app but some time this app temporarily not available what is the reason!,2021.0
Muhammad Sabry Booso,Geat services,5,2021-10-15 14:41:26,Google Play,Geat services,2021.0
ruwan saman kumara,Good,4,2021-10-15 14:15:21,Google Play,Good,2021.0
basurarathnayaka Basura,This is a very use full app,5,2021-10-15 10:16:47,Google Play,This is a very use full app,2021.0
Sadul Rodrigo,Cant even login,5,2021-10-15 08:57:09,Google Play,Cant even login,2021.0
Chalana Devinda,Please Update UI,3,2021-10-15 07:28:28,Google Play,Please Update UI,2021.0
Cave Man,Good app .need to improve little bit.,4,2021-10-15 07:17:07,Google Play,Good app .need to improve little bit.,2021.0
Sudanthi Thissera,This app is good,5,2021-10-14 12:46:55,Google Play,This app is good,2021.0
Piyal Silva,Good I like it,5,2021-10-14 08:40:55,Google Play,Good I like it,2021.0
Ravindu Shanuka,😴😴😴,1,2021-10-14 08:10:52,Google Play,😴😴😴,2021.0
Kyoko Digital,"This app is useless, not working properly",1,2021-10-14 04:34:54,Google Play,"This app is useless, not working properly",2021.0
EM23SOO11 Ajith Rajapaksha,Very good,1,2021-10-14 02:51:52,Google Play,Very good,2021.0
Our real life,Update was bad 😈😈,1,2021-10-14 01:34:09,Google Play,Update was bad 😈😈,2021.0
k s kalum,Slow,1,2021-10-13 16:10:37,Google Play,Slow,2021.0
Sandun Fernando,User friendly app...,4,2021-10-13 09:57:02,Google Play,User friendly app...,2021.0
Nilendra Perera,Helpful app,5,2021-10-13 06:38:19,Google Play,Helpful app,2021.0
Deshani Senawirathna,It cannot update and even open the previous app. Give me a solution plz🤨,1,2021-10-13 05:22:52,Google Play,It cannot update and even open the previous app. Give me a solution plz🤨,2021.0
Crishantha Roshan,👍,5,2021-10-13 03:14:46,Google Play,👍,2021.0
Kawirajh Karunawardhana,Good service than other apps..,4,2021-10-13 02:17:18,Google Play,Good service than other apps..,2021.0
Hackers Truth Seeker,"Why can't I give - starts ok anyway let's get to the point the UI 🤮🤮 i don't know how people are using it, and it's always crushing",1,2021-10-12 18:56:20,Google Play,"Why can't I give - starts ok anyway let's get to the point the UI 🤮🤮 i don't know how people are using it, and it's always crushing",2021.0
Subhanu Dameth,නෙදකින් ඇප් එකක් වත් හරිය⁣ට හදාගන්න බෑ එරර් නැතුව ... සල්ලි නම් ඇති 😂,1,2021-10-12 18:13:03,Google Play,නෙදකින් ඇප් එකක් වත් හරිය⁣ට හදාගන්න බෑ එරර් නැතුව ... සල්ලි නම් ඇති 😂,2021.0
ramindika sammani,Yow😀,5,2021-10-12 15:41:05,Google Play,Yow😀,2021.0
Chandani Kumari,Nice app,5,2021-10-12 14:39:12,Google Play,Nice app,2021.0
Indika Wimalasooriya,Ful bugs fix thanks,1,2021-10-12 14:34:06,Google Play,Ful bugs fix thanks,2021.0
Sisira Kumara,Super,2,2021-10-12 13:56:01,Google Play,Super,2021.0
Lakshitha Dewminda Herath,Better than my dialog app👌,5,2021-10-12 10:40:16,Google Play,Better than my dialog app👌,2021.0
chitral jayathilake,This app good but its better if you are giving a option to on internet off switch throug the app because it is easy to control parent,5,2021-10-12 09:25:41,Google Play,This app good but its better if you are giving a option to on internet off switch throug the app because it is easy to control parent,2021.0
Thilina Madusha,Good 👍,5,2021-10-12 08:43:03,Google Play,Good 👍,2021.0
Medhan NeTh,Bad experience,1,2021-10-12 08:16:48,Google Play,Bad experience,2021.0
Sandinu gamage,Bug bug bug bug 😂😂😂😂,1,2021-10-12 07:41:46,Google Play,Bug bug bug bug 😂😂😂😂,2021.0
Shehan Madushanka,Data not loading after login 😑,5,2021-10-12 07:28:01,Google Play,Data not loading after login 😑,2021.0
Ravindra Gunasekara,Ciao,1,2021-10-12 07:27:30,Google Play,Ciao,2021.0
anjitha yanusha,❤,5,2021-10-12 05:41:25,Google Play,❤,2021.0
Dulaj Thiwanka,Full Of Bugs and Ui/Ux Not much quality. Very Hard To Use...,1,2021-10-12 04:21:19,Google Play,Full Of Bugs and Ui/Ux Not much quality. Very Hard To Use...,2021.0
Sithira Kaushalya,Superb ❤️,3,2021-10-12 04:15:28,Google Play,Superb ❤️,2021.0
Mudara Balasooriya,Superb,5,2021-10-12 03:25:44,Google Play,Superb,2021.0
Lalith Subasinghe,One of the best app in Sri lanka,5,2021-10-12 02:51:54,Google Play,One of the best app in Sri lanka,2021.0
Isuru dias,🤮,1,2021-10-11 19:21:10,Google Play,🤮,2021.0
Dimuth Perera,Not user friendly..,3,2021-10-11 18:20:38,Google Play,Not user friendly..,2021.0
Manoj Withanage,Excellent service 👍,5,2021-10-11 15:19:55,Google Play,Excellent service 👍,2021.0
Lesley Samaranayake,"Very good app, useful",5,2021-10-11 15:00:11,Google Play,"Very good app, useful",2021.0
Nilantha Alwis,"When I need to use, you must offer to proceed without updating the app. Update should be optional , not a must. It cannot update with slow connections.",1,2021-10-11 14:57:14,Google Play,"When I need to use, you must offer to proceed without updating the app. Update should be optional , not a must. It cannot update with slow connections.",2021.0
Venura Kanchuka Jayawickrama,Good,4,2021-10-11 14:56:01,Google Play,Good,2021.0
Rajeev Siriwardena,Very useful,4,2021-10-11 14:20:49,Google Play,Very useful,2021.0
Prashansa Prasadani,Good app.very helpful,5,2021-10-11 13:56:06,Google Play,Good app.very helpful,2021.0
Devnith Subasinghe,Full of bugs,2,2021-10-11 09:46:24,Google Play,Full of bugs,2021.0
Thushari Nilmini,😊,1,2021-10-11 08:36:49,Google Play,😊,2021.0
Ledchumanaraja Satkunarajah,Well,5,2021-10-11 08:11:53,Google Play,Well,2021.0
Dilaksha Pawan,This app is always show various problems,1,2021-10-09 15:12:53,Google Play,This app is always show various problems,2021.0
Chathuranga Bandara,YES IT IS A USEFUL APP. BUT THIS APP DOESN'T WORK WHEN YOU NEED IT! 😅 FULL OF BUGS.,2,2021-10-09 08:10:23,Google Play,YES IT IS A USEFUL APP. BUT THIS APP DOESN'T WORK WHEN YOU NEED IT! 😅 FULL OF BUGS.,2021.0
Kavindu Pasan Kavithilaka,Works well. But some features need improvements.,5,2021-10-09 01:38:24,Google Play,Works well. But some features need improvements.,2021.0
Canadian CM,Stupid F!@#app. Slow loading & Time Wasting app Uninstalled!,1,2021-10-08 20:55:55,Google Play,Stupid F!@#app. Slow loading & Time Wasting app Uninstalled!,2021.0
Me Kam,Vera leval app,5,2021-10-07 16:33:22,Google Play,Vera leval app,2021.0
Nirmal,"Ui/Ux: 1/5, System Working: 1/5, Just showing ""severice is unavailable"" So what is the purpose of this app? 💁",1,2021-10-07 13:25:57,Google Play,"Ui/Ux: 1/5, System Working: 1/5, Just showing ""severice is unavailable"" So what is the purpose of this app? 💁",2021.0
mr thole,Good app,5,2021-10-07 07:41:26,Google Play,Good app,2021.0
Suranga Gunasena,Can't make a complaint through the app. This case is observed for recent few weeks.,1,2021-10-07 07:41:06,Google Play,Can't make a complaint through the app. This case is observed for recent few weeks.,2021.0
Nirodha Sheran,The app seems good. What about ths signal strength? Please enhance it other wise the app will be a waste.,2,2021-10-07 07:27:06,Google Play,The app seems good. What about ths signal strength? Please enhance it other wise the app will be a waste.,2021.0
Mohamed Fahir,Not working properly. When ever I log in and it's says broken connection.,3,2021-10-04 16:24:14,Google Play,Not working properly. When ever I log in and it's says broken connection.,2021.0
Dinuka Rathnayake,poor,1,2021-10-04 15:42:18,Google Play,poor,2021.0
Budmina Sandaru,Can't pay online my add ons,2,2021-10-04 06:13:32,Google Play,Can't pay online my add ons,2021.0
Dhuwindhu Rathnayake,Wasting time,1,2021-10-03 05:45:36,Google Play,Wasting time,2021.0
Yomal Malinda,"Although the app is really useful, user experience is awful. Full of bugs, system doesn't work when you need it. Very slow.",2,2021-10-03 05:16:34,Google Play,"Although the app is really useful, user experience is awful. Full of bugs, system doesn't work when you need it. Very slow.",2021.0
Thenuk Lesan,This is very useful app. I love this app,5,2021-10-03 02:51:03,Google Play,This is very useful app. I love this app,2021.0
Theekshana Eduwara,😎😎😎😎😎😎,2,2021-10-02 09:26:29,Google Play,😎😎😎😎😎😎,2021.0
Nithi Mewanya,Supa,5,2021-10-01 04:34:56,Google Play,Supa,2021.0
Pasindu Induwara,Very very useful for SlT customers and Quick Response about any customer cases.❤️,5,2021-09-30 12:29:53,Google Play,Very very useful for SlT customers and Quick Response about any customer cases.❤️,2021.0
Wijitha Shettiarachchi,Help full app,4,2021-09-30 06:17:51,Google Play,Help full app,2021.0
chamalka jayasinghe,Hmm.awlk ne gammk,1,2021-09-29 17:01:11,Google Play,Hmm.awlk what gammk,2021.0
chamath shyamantha,Can't login to this app...,1,2021-09-29 04:26:07,Google Play,Can't login to this app...,2021.0
Anupa Dineth,Niyami,5,2021-09-28 16:31:20,Google Play,Niyami,2021.0
Priyantha Senadeera,📷📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸,5,2021-09-28 06:05:20,Google Play,📷📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸📸,2021.0
Srikantha Janakaruban (Janakan),Super,5,2021-09-27 11:14:46,Google Play,Super,2021.0
Wasantha Kalahe,Cannot clearly see the history of bill amounts,1,2021-09-27 11:04:53,Google Play,Cannot clearly see the history of bill amounts,2021.0
Vikasitha Sathsara,Very bad and useless app....can't even log into it....do not even install it...it is a wastage of your data,1,2021-09-27 08:19:31,Google Play,Very bad and useless app....can't even log into it....do not even install it...it is a wastage of your data,2021.0
Herath GBHerath,Good app,5,2021-09-26 15:14:15,Google Play,Good app,2021.0
Exclusive Techniques,"This app is good 👍 but needs to be improved. App devoloper hasn't considered about the overall look, appearance of this app. And I get 'something was wrong' message sown up everytime I open this app. At the beginning my dialog app was the same but they have updated it and a lot of bugs are now fixed and now it has amazing little animations improving overall quality of the app.",4,2021-09-26 14:24:16,Google Play,"This app is good 👍 but needs to be improved. App devoloper hasn't considered about the overall look, appearance of this app. And I get 'something was wrong' message sown up everytime I open this app. At the beginning my dialog app was the same but they have updated it and a lot of bugs are now fixed and now it has amazing little animations improving overall quality of the app.",2021.0
Prasan Susantha,"Fake app , this app always waist data with time and money. I highly not recommended this app.",1,2021-09-26 11:29:34,Google Play,"Fake app , this app always waist data with time and money. I highly not recommended this app.",2021.0
Menuka Kashmira,Very poor service .,1,2021-09-26 08:44:38,Google Play,Very poor service .,2021.0
Isath Meunaka,👎,1,2021-09-25 21:37:15,Google Play,👎,2021.0
Kasun Dinesh,Still can't view night time remaining data separately. We need to calculate it.,1,2021-09-25 18:48:30,Google Play,Still can't view night time remaining data separately. We need to calculate it.,2021.0
Pramith Lakshan,Waste of time,1,2021-09-25 15:45:40,Google Play,Waste of time,2021.0
Pradeep Kumara,Very bad,1,2021-09-25 08:24:59,Google Play,Very bad,2021.0
Knock Out,👍🥰🥰,5,2021-09-25 08:08:27,Google Play,👍🥰🥰,2021.0
Haritha Herath,What is the user ID for Broandband Connection,2,2021-09-25 06:31:24,Google Play,What is the user ID for Broandband Connection,2021.0
Sarah Parys,Worst app ever. Doesn't send me any details despite requesting login change and also doesn't work well. So disappointing,1,2021-09-25 05:16:08,Google Play,Worst app ever. Doesn't send me any details despite requesting login change and also doesn't work well. So disappointing,2021.0
Emil Niroshan,This is a joke,1,2021-09-23 12:48:19,Google Play,This is a joke,2021.0
Anjula Ratnayaka,"requested a package upgrade from web pro to any storm. 2 days after the request package change didn't take affect so had to call them to request the upgrade than then they have upgraded it to the wrong package (web master , which costs 2000 rupees more) and denies that they've received upgrade requests through the app saying to which specific package I wanted upgraded to even tho says request pending when I try to send the upgrade request again. terrible app , terrible service.",1,2021-09-23 07:05:16,Google Play,"requested a package upgrade from web pro to any storm. 2 days after the request package change didn't take affect so had to call them to request the upgrade than then they have upgraded it to the wrong package (web master , which costs 2000 rupees more) and denies that they've received upgrade requests through the app saying to which specific package I wanted upgraded to even tho says request pending when I try to send the upgrade request again. terrible app , terrible service.",2021.0
Michelle VanRooyen,The most useless app of the all time. Nothing work. I'm really pissed 😡.,1,2021-09-23 06:08:19,Google Play,The most useless app of the all time. Nothing work. I'm really pissed 😡.,2021.0
Rukmal Samarakone,Cant install to my phone Huawei nova 7se 5g...,1,2021-09-22 18:11:25,Google Play,Cant install to my phone Huawei nova 7se 5g...,2021.0
